;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;466;446;473;439;533;497;547;572;557;637;862;502;6 531;2698
Brott_mot_formogenhet;1 001;946;1 094;1 280;1 263;1 327;1 441;1 552;1 335;1 524;1 250;861;14 874;6145
Brott_mot_allmanheten;54;21;24;27;35;17;19;21;10;26;26;31;311;128
Brott_mot_staten;48;74;50;58;38;49;74;60;71;87;188;51;848;350
Brott_mot_trafikbrottslagen;140;136;186;130;177;191;119;168;190;188;126;123;1 874;774
Brott_mot_narkotikastrafflagen;200;235;309;166;216;144;123;164;161;189;180;153;2 240;925
