;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;556;594;616;595;644;553;604;603;661;665;664;591;7 346;2878
Brott_mot_formogenhet;1 394;1 210;1 716;1 850;2 020;1 988;2 210;2 087;1 945;1 924;1 644;1 368;21 356;8367
Brott_mot_allmanheten;40;38;58;49;55;47;34;40;26;30;34;39;490;192
Brott_mot_staten;67;84;73;96;81;79;94;78;101;96;87;78;1 014;397
Brott_mot_trafikbrottslagen;188;154;196;179;212;169;166;184;155;185;122;96;2 006;786
Brott_mot_narkotikastrafflagen;289;251;273;260;202;194;171;173;200;228;199;161;2 601;1019
