;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;2 799;2 554;3 234;2 956;3 301;3 126;3 236;3 485;3 850;3 426;3 217;2 938;38 122;2389
Brott_mot_formogenhet;12 052;10 469;11 937;11 110;12 064;12 327;12 481;13 266;12 866;13 523;11 862;9 436;143 393;8987
Brott_mot_allmanheten;238;193;219;212;203;199;196;225;217;231;200;211;2 544;159
Brott_mot_staten;309;303;366;335;350;351;448;449;411;457;407;340;4 526;284
Brott_mot_trafikbrottslagen;1 145;891;1 050;897;1 072;1 001;827;936;1 001;1 081;1 017;813;11 731;735
Brott_mot_narkotikastrafflagen;1 090;950;1 111;1 200;1 225;1 174;656;950;1 338;1 505;1 224;960;13 383;839
