;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;482;503;511;524;649;600;630;544;568;588;609;578;6 786;2240
Brott_mot_formogenhet;1 634;1 191;1 683;1 597;1 856;1 969;2 156;2 094;1 799;1 827;1 677;1 210;20 693;6831
Brott_mot_allmanheten;44;39;37;49;45;40;49;46;40;32;43;43;507;167
Brott_mot_staten;60;63;62;90;55;100;96;75;66;91;66;67;891;294
Brott_mot_trafikbrottslagen;185;157;171;229;188;212;161;181;143;184;148;147;2 106;695
Brott_mot_narkotikastrafflagen;206;269;262;243;242;329;123;176;272;196;222;202;2 742;905
