;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;279;220;245;234;268;283;273;252;286;331;297;268;3 236;2120
Brott_mot_formogenhet;729;626;791;796;936;964;1 042;1 042;979;892;746;595;10 138;6641
Brott_mot_allmanheten;10;15;13;15;21;17;19;17;13;12;7;18;177;116
Brott_mot_staten;26;23;24;13;22;33;34;23;23;26;33;31;311;204
Brott_mot_trafikbrottslagen;103;71;81;60;94;89;56;81;99;106;80;80;1 000;655
Brott_mot_narkotikastrafflagen;73;105;68;47;367;62;48;76;126;114;96;68;1 250;819
