;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;475;505;547;507;479;614;575;613;593;553;514;516;6 491;2349
Brott_mot_formogenhet;1 283;1 051;1 267;1 293;1 586;1 479;1 595;1 842;1 684;1 706;1 416;1 097;17 299;6259
Brott_mot_allmanheten;19;23;29;41;23;25;22;32;39;28;29;23;333;120
Brott_mot_staten;44;47;83;64;64;59;71;58;66;66;85;53;760;275
Brott_mot_trafikbrottslagen;136;118;133;120;153;191;113;170;170;180;145;126;1 755;635
Brott_mot_narkotikastrafflagen;303;291;329;360;235;172;84;336;210;239;219;131;2 909;1053
