;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;468;433;489;435;490;558;547;542;528;541;487;433;5 951;2394
Brott_mot_formogenhet;923;743;865;967;1 060;1 213;1 431;1 547;1 298;1 164;1 113;896;13 220;5318
Brott_mot_allmanheten;18;25;37;17;29;32;27;27;21;23;27;16;299;120
Brott_mot_staten;72;45;66;64;74;76;90;65;75;79;50;55;811;326
Brott_mot_trafikbrottslagen;144;127;146;189;167;138;127;148;149;161;142;128;1 766;710
Brott_mot_narkotikastrafflagen;232;254;141;236;220;158;99;107;140;157;200;185;2 129;856
