;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;2 033;2 040;2 346;2 369;2 456;2 515;2 381;2 480;2 520;2 586;2 473;2 365;28 564;2427
Brott_mot_formogenhet;9 101;8 199;8 728;9 010;10 390;9 982;9 991;10 476;10 677;10 499;10 087;9 863;117 003;9941
Brott_mot_allmanheten;247;207;202;197;210;213;196;179;225;195;197;184;2 452;208
Brott_mot_staten;262;265;321;298;329;293;320;304;289;263;266;260;3 470;295
Brott_mot_trafikbrottslagen;911;768;807;778;1 001;954;839;864;975;1 047;871;699;10 514;893
Brott_mot_narkotikastrafflagen;946;845;2 330;896;1 072;689;654;701;891;924;824;749;11 521;979
