;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;265;277;307;323;333;341;381;420;353;371;371;359;4 101;1592
Brott_mot_formogenhet;1 177;849;975;1 016;1 592;1 376;1 386;1 768;1 534;1 449;1 075;1 256;15 453;5998
Brott_mot_allmanheten;17;27;25;34;31;16;31;36;25;29;24;24;319;124
Brott_mot_staten;41;36;34;41;38;43;47;65;39;44;48;55;531;206
Brott_mot_trafikbrottslagen;128;76;114;94;132;119;142;121;124;137;158;115;1 460;567
Brott_mot_narkotikastrafflagen;66;42;72;60;141;107;78;150;238;228;172;131;1 485;576
