;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;667;708;682;682;773;711;733;792;833;838;832;790;9 041;2167
Brott_mot_formogenhet;2 481;2 065;2 391;2 506;3 033;2 976;2 818;3 073;3 145;3 147;3 151;2 750;33 536;8040
Brott_mot_allmanheten;55;42;51;47;48;55;49;32;41;45;55;62;582;140
Brott_mot_staten;113;123;110;114;88;132;105;99;133;118;110;101;1 346;323
Brott_mot_trafikbrottslagen;172;165;186;231;274;263;191;206;240;247;214;200;2 589;621
Brott_mot_narkotikastrafflagen;243;265;297;312;304;348;196;313;261;257;313;284;3 393;813
