;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;202;179;213;201;228;179;196;205;222;197;266;270;2 558;1429
Brott_mot_formogenhet;892;741;877;1 014;1 133;1 128;1 045;1 137;1 130;1 214;1 235;1 164;12 710;7099
Brott_mot_allmanheten;44;29;22;27;29;18;20;17;12;18;23;43;302;169
Brott_mot_staten;27;23;14;34;22;20;18;27;27;37;21;50;320;179
Brott_mot_trafikbrottslagen;107;85;83;65;113;77;103;104;63;99;68;82;1 049;586
Brott_mot_narkotikastrafflagen;68;108;100;115;123;88;35;61;56;71;58;63;946;528
