;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;353;317;367;386;353;347;424;441;403;411;413;449;4 664;1852
Brott_mot_formogenhet;1 195;1 062;1 128;1 166;1 612;1 615;1 614;2 026;1 571;1 448;1 211;1 067;16 715;6638
Brott_mot_allmanheten;26;29;20;27;55;40;35;31;48;31;28;35;405;161
Brott_mot_staten;58;59;49;54;61;50;66;53;42;43;55;58;648;257
Brott_mot_trafikbrottslagen;150;109;136;163;173;218;152;193;197;147;181;144;1 963;780
Brott_mot_narkotikastrafflagen;93;91;72;76;88;79;75;113;106;135;177;150;1 255;498
