;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;499;517;594;506;546;637;573;541;564;538;496;472;6 483;2348
Brott_mot_formogenhet;1 346;1 343;1 366;1 549;1 573;2 122;1 855;1 954;1 938;1 762;1 287;1 275;19 370;7014
Brott_mot_allmanheten;40;53;73;44;48;48;37;58;37;49;42;55;584;211
Brott_mot_staten;56;37;64;65;52;93;61;65;64;55;61;65;738;267
Brott_mot_trafikbrottslagen;192;139;170;206;190;169;147;194;179;176;181;176;2 119;767
Brott_mot_narkotikastrafflagen;196;254;202;185;102;139;69;116;135;120;164;125;1 807;654
