;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;413;407;426;408;418;441;494;450;401;417;429;385;5 089;2179
Brott_mot_formogenhet;1 031;869;1 710;1 306;1 317;1 635;1 868;1 486;1 322;1 271;1 247;983;16 045;6871
Brott_mot_allmanheten;34;12;23;50;34;28;26;27;35;33;24;24;350;150
Brott_mot_staten;54;51;59;47;45;59;55;46;53;55;70;78;672;288
Brott_mot_trafikbrottslagen;143;88;108;131;99;183;134;108;150;96;129;105;1 474;631
Brott_mot_narkotikastrafflagen;110;116;97;101;79;119;148;70;95;122;116;101;1 274;546
