;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;2 414;2 443;2 914;2 820;2 854;2 859;2 983;2 910;3 044;2 917;2 946;2 768;33 872;2770
Brott_mot_formogenhet;9 843;8 670;10 676;10 590;11 570;13 315;13 198;12 150;12 108;12 006;11 075;10 336;135 537;11083
Brott_mot_allmanheten;219;240;295;269;231;210;222;221;226;248;207;200;2 788;228
Brott_mot_staten;298;309;395;341;361;384;400;358;370;376;381;329;4 302;352
Brott_mot_trafikbrottslagen;974;835;944;932;836;1 037;951;886;1 045;936;900;843;11 119;909
Brott_mot_narkotikastrafflagen;828;1 046;1 383;1 029;1 021;836;823;881;1 136;1 163;1 052;858;12 056;986
