;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;4 647;4 759;5 424;5 061;5 394;5 195;4 947;5 523;5 227;5 465;5 351;5 139;62 132;3106
Brott_mot_formogenhet;20 168;21 959;22 459;21 631;21 522;22 337;23 136;22 076;23 234;23 916;22 024;20 563;265 025;13250
Brott_mot_allmanheten;442;439;431;550;599;446;377;372;430;477;440;562;5 565;278
Brott_mot_staten;863;821;795;892;832;850;721;831;831;867;913;837;10 053;503
Brott_mot_trafikbrottslagen;1 691;1 447;1 736;1 718;1 754;1 684;1 540;1 641;1 903;1 618;1 676;1 509;19 917;996
Brott_mot_narkotikastrafflagen;1 961;1 846;1 656;1 678;1 714;1 351;1 460;1 460;1 826;1 804;1 897;1 570;20 223;1011
