;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;607;576;678;678;663;571;639;675;654;656;615;633;7 645;3050
Brott_mot_formogenhet;1 650;1 485;1 818;1 850;2 074;2 307;2 094;2 276;2 427;2 244;1 938;1 651;23 814;9500
Brott_mot_allmanheten;47;49;33;52;39;30;50;41;44;40;43;52;520;207
Brott_mot_staten;121;102;108;116;116;110;98;102;90;123;292;112;1 490;594
Brott_mot_trafikbrottslagen;202;163;184;232;233;221;197;235;225;201;199;204;2 496;996
Brott_mot_narkotikastrafflagen;275;217;228;206;248;212;149;189;266;194;225;249;2 658;1060
