;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;819;727;1 027;953;824;832;712;841;827;832;831;782;10 007;2354
Brott_mot_formogenhet;2 248;2 318;2 563;2 671;3 060;3 089;2 840;3 399;3 445;3 240;2 924;2 275;34 072;8014
Brott_mot_allmanheten;65;52;85;98;59;62;53;53;51;86;51;63;778;183
Brott_mot_staten;130;91;151;96;134;121;147;145;130;140;129;125;1 539;362
Brott_mot_trafikbrottslagen;232;234;232;236;261;273;176;227;277;250;233;218;2 849;670
Brott_mot_narkotikastrafflagen;360;342;328;295;324;258;190;340;390;388;365;360;3 940;927
