;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;538;457;542;531;572;568;563;573;630;594;546;534;6 648;1981
Brott_mot_formogenhet;1 698;1 374;1 932;2 023;2 105;2 193;2 163;2 313;2 290;2 112;2 041;1 857;24 101;7181
Brott_mot_allmanheten;63;38;46;74;43;44;35;40;52;43;33;35;546;163
Brott_mot_staten;58;59;59;48;58;51;35;40;64;48;56;56;632;188
Brott_mot_trafikbrottslagen;196;172;167;191;191;191;218;181;204;237;212;249;2 409;718
Brott_mot_narkotikastrafflagen;116;182;134;147;220;129;121;124;142;189;156;236;1 896;565
