;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;406;584;486;465;574;605;491;503;529;585;464;449;6 141;2525
Brott_mot_formogenhet;1 382;1 077;1 084;1 290;1 409;1 612;1 607;1 800;1 629;1 449;1 421;1 032;16 792;6904
Brott_mot_allmanheten;29;58;19;36;42;39;32;24;27;38;34;22;400;164
Brott_mot_staten;65;63;70;55;84;69;52;42;72;65;95;87;819;337
Brott_mot_trafikbrottslagen;191;175;168;159;202;204;151;150;224;160;161;153;2 098;863
Brott_mot_narkotikastrafflagen;243;247;182;154;164;123;148;162;142;156;160;153;2 034;836
