;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;250;227;284;495;325;268;255;332;304;284;372;329;3 725;2039
Brott_mot_formogenhet;1 014;876;1 062;1 098;1 304;1 285;1 072;1 320;1 264;1 248;1 191;960;13 694;7496
Brott_mot_allmanheten;26;24;26;39;26;22;17;16;26;24;20;18;284;155
Brott_mot_staten;16;17;20;27;24;47;23;24;46;36;40;36;356;195
Brott_mot_trafikbrottslagen;129;104;102;80;91;104;81;73;102;71;95;108;1 140;624
Brott_mot_narkotikastrafflagen;93;103;146;62;53;66;82;42;97;159;75;88;1 066;583
