;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;76;77;95;73;71;134;172;142;93;70;82;85;1170;2036
Brott_mot_formogenhet;355;277;339;384;387;522;885;680;441;535;419;439;5663;9856
Brott_mot_allmanheten;9;9;10;5;4;8;50;13;16;16;10;7;157;273
Brott_mot_staten;8;7;8;12;9;13;31;11;14;11;8;10;142;247
Brott_mot_trafikbrottslagen;18;25;34;24;51;51;53;30;49;49;47;28;459;799
Brott_mot_narkotikastrafflagen;14;15;20;15;18;20;48;18;35;18;31;41;293;510
