;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;282;327;338;331;359;404;343;400;390;418;356;371;4319;1560
Brott_mot_formogenhet;1634;1475;1729;1661;2072;2299;2121;2443;2368;2218;1856;1955;23831;8605
Brott_mot_allmanheten;28;30;26;42;39;28;31;26;34;45;38;34;401;145
Brott_mot_staten;26;33;41;33;40;59;31;36;39;32;37;43;450;162
Brott_mot_trafikbrottslagen;193;152;147;182;167;178;167;135;137;198;131;139;1926;695
Brott_mot_narkotikastrafflagen;122;144;91;82;75;116;48;85;91;111;121;59;1145;413
