;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;341;291;346;368;359;372;360;417;373;428;427;436;4518;1634
Brott_mot_formogenhet;1735;1583;1838;1884;1850;2195;2211;2422;2196;2154;1851;1702;23621;8540
Brott_mot_allmanheten;38;20;34;70;44;43;39;36;37;45;37;37;480;174
Brott_mot_staten;36;47;46;34;40;55;62;46;36;74;46;67;589;213
Brott_mot_trafikbrottslagen;123;124;129;150;192;174;155;152;176;157;156;143;1831;662
Brott_mot_narkotikastrafflagen;157;74;91;86;90;62;47;38;70;65;66;57;903;326
