;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;322;280;274;281;326;349;391;381;346;330;364;324;3968;1567
Brott_mot_formogenhet;1117;1272;1328;1453;1820;1689;1657;1787;1705;1887;1415;1564;18694;7382
Brott_mot_allmanheten;30;21;26;33;34;37;33;36;44;37;44;21;396;156
Brott_mot_staten;29;37;32;37;46;71;44;44;59;51;47;45;542;214
Brott_mot_trafikbrottslagen;142;136;160;157;151;190;174;148;186;178;133;136;1891;747
Brott_mot_narkotikastrafflagen;62;56;68;57;58;61;68;53;60;61;105;104;813;321
