;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;228;216;277;280;253;293;346;294;318;342;310;285;3 442;1259
Brott_mot_formogenhet;1 394;1 381;1 623;1 646;1 781;1 950;2 094;2 186;2 207;1 856;1 522;1 453;21 093;7713
Brott_mot_allmanheten;36;26;40;51;39;34;31;21;30;48;57;38;451;165
Brott_mot_staten;29;24;22;47;35;47;31;31;51;40;42;29;428;156
Brott_mot_trafikbrottslagen;161;135;167;151;182;217;187;144;268;215;201;164;2 192;801
Brott_mot_narkotikastrafflagen;49;60;84;66;73;55;108;83;86;70;92;51;877;321
