;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;3835;3265;3889;3643;4247;3982;3677;3953;3889;4074;3960;4031;46445;2503
Brott_mot_formogenhet;18921;18476;20093;19943;19898;21279;20008;20471;24007;24602;21946;18706;248350;13383
Brott_mot_allmanheten;481;386;533;500;452;360;364;328;396;416;398;465;5079;274
Brott_mot_staten;622;490;690;552;707;576;586;629;564;785;699;749;7649;412
Brott_mot_trafikbrottslagen;1713;1498;1771;1785;1687;1767;1681;1401;1864;1958;1589;1322;20036;1080
Brott_mot_narkotikastrafflagen;1015;880;1134;1047;939;792;488;645;944;913;1054;892;10743;579
