;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;1 875;1 654;1 901;1 902;1 967;1 958;2 033;1 990;1 915;1 989;1 984;1 862;23 030;1524
Brott_mot_formogenhet;11 486;10 483;11 853;11 541;13 184;13 989;13 593;13 866;13 902;12 921;12 305;11 022;150 145;9933
Brott_mot_allmanheten;230;207;266;275;211;247;224;212;233;266;207;309;2 887;191
Brott_mot_staten;262;253;251;257;263;262;251;262;251;269;261;292;3 134;207
Brott_mot_trafikbrottslagen;1 116;928;1 069;1 141;1 068;1 278;1 087;960;1 198;1 074;898;884;12 701;840
Brott_mot_narkotikastrafflagen;619;594;765;710;597;530;482;458;636;800;683;549;7 423;491
