;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;354;339;398;366;479;483;450;480;469;457;465;438;5178;1994
Brott_mot_formogenhet;1738;1547;1740;1917;2130;2316;2152;2288;2326;2446;2314;1945;24859;9572
Brott_mot_allmanheten;47;22;81;94;61;36;37;38;58;50;29;45;598;230
Brott_mot_staten;51;51;41;52;66;51;59;72;56;49;63;55;666;256
Brott_mot_trafikbrottslagen;168;140;172;155;181;174;190;174;172;221;129;138;2014;776
Brott_mot_narkotikastrafflagen;90;91;78;68;98;72;87;85;64;96;97;80;1006;387
