;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;410;258;453;377;467;417;437;439;389;443;425;340;4855;1621
Brott_mot_formogenhet;1684;1427;1717;1972;2256;2535;2147;2062;2342;2142;1937;1814;24035;8023
Brott_mot_allmanheten;41;41;41;44;40;38;37;39;51;35;42;54;503;168
Brott_mot_staten;55;36;81;54;50;52;55;57;52;66;63;60;681;227
Brott_mot_trafikbrottslagen;377;300;327;365;293;326;262;159;166;183;165;148;3071;1025
Brott_mot_narkotikastrafflagen;111;116;158;144;116;135;114;104;105;122;134;152;1511;504
