;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;368;270;374;366;388;406;320;437;406;386;419;390;4530;1380
Brott_mot_formogenhet;1928;1695;2069;1956;2228;2250;2148;2513;2451;2380;1946;1832;25396;7735
Brott_mot_allmanheten;25;20;50;38;32;25;31;40;39;33;39;50;422;129
Brott_mot_staten;49;36;51;50;49;35;35;44;51;55;41;79;575;175
Brott_mot_trafikbrottslagen;126;136;176;176;150;183;124;125;178;190;146;146;1856;565
Brott_mot_narkotikastrafflagen;74;67;78;79;57;49;32;72;95;80;70;110;863;263
