;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Hela_aret;Antal_brott_per_100000_av_medelfolkmangden
Brott_mot_person;261;300;270;406;301;415;352;356;331;297;329;312;3930;1674
Brott_mot_formogenhet;1222;954;1061;1216;1460;1967;1804;1693;1505;1548;1413;1398;17241;7344
Brott_mot_allmanheten;24;27;60;57;35;53;15;26;20;38;25;55;435;185
Brott_mot_staten;31;44;34;27;37;39;44;49;49;32;42;22;450;192
Brott_mot_trafikbrottslagen;132;132;120;112;113;141;138;173;144;160;130;123;1618;689
Brott_mot_narkotikastrafflagen;32;269;316;45;69;187;38;65;65;89;46;96;1317;561
